,Tweet,Sentimental,:),:-),:d,thanks,love,good,thank,see,happy,great,:(,:-(,miss,please,want,can't,time,sorry,one
4666,Liam and Sophia in Chicago :) ♥ https://t.co/GrD53KA2G5,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,"@im_soexcited @alamocitycon Btw, about that honeymoon :) These are for you. http://t.co/fVYAV8v0yO",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,"@Charles_Lister Yeah, bring the boom to Da'esh while co-ord with the FSA. #Estatic :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,"@BrandonHerrigan Welcome :), when's your next meet ?",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,"Singer Dusty in TUNISIA &lt;3 Music for TUNISIA &lt;3 it was wonderful, very nice people :-) &lt;3

YOUTUBE:... http://t.co/859XGmZ1W9",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,@el_crd2601  la class's :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672,@NotThatBobJames Hahaha Go Doug! :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673,"@FionaBunn1 Forgot to ask, but may I post it on FB? Happy Friday :-)",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674,@amorecrudele Visit my blog http://t.co/UzOAqroWKx thanks :D,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675,When everyone is fuckin irritating :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,"That also means, imma go back to being more twitter active :D
Cause I know everyone missed me ;) xD",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677,@NehamsChamaria @euphonious_tone Hello Ladies! Apologies for the delay. Please DM us your address size details and we'll ship the prizes. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,Here &gt;&gt; Free $5 Voucher for my twitter friends to use on Fiverr :) https://t.co/ozKEhcY9ML http://t.co/nfDSHggVV7,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679,"@awad_gina @phonicfm @WomenAwards Oh Gina, you have been busy :-) Can't wait to see you and hear all xxx #soproud",Positive,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4680,Happy Friday everyone! We hope you've all had a fantastic week! :) #Friday http://t.co/0ATADpLkMF,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,Yes the One and Only Team :) https://t.co/Q81LMMtmxm,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,@JohannaTurbo88 Happy belated Birthday sweetie :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683,@cottypne @PaulPNE70 @TrekkingPaul @charlvdh @FcPNE @PNEShirley @mandajohnstone @YvonneOrr @Gem_Pnefc @kimramshead morning Emma :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684,@mayusushita @dildeewana_ @sonalp2591 @deepti_ahmd @armansushita8 Thanks Guys :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4685,@carterreynolds @hankgreen then why would he say they did? :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4686,Love makes two hearts one. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4687,@TeamGtwy Thanks for adding us to your list! :) Make sure to keep in touch for more news of our light bulbs made from corn waste.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688,@MrsBee21 Thanks Mrs Bee!! xxx :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689,"@MrSteThompson Thankyou :) 
@BCMZ_UK @MsMMango @tina_baines @CrownSheringham @LastMinuteUSVac",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690,@Tsad Close enought ? :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4691,@TheTwoHalvesAle Good luck...another potential favourite watering hole :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4692,Bad Boys :) #burgers #melbourneburgers https://t.co/TyD88wr40d,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4693,who wants to ft me and Arianna :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4694,Everyone follow @CruelGamingClan :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4695,"@lesholly20 Hey Lesley, so sorry they did not get to you, I shall send you some more out in the post tonight :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4696,Thank you Esai :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4697,@shartyboy Thanks for texting me back :)) I'm not texting you tomorrow :)),Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4698,i unfollow back :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4699,"@HantsOnlyTeam hope you are enjoying your stay in Rotterdam. And now you know how to cheer on ""our"" Jordy Clasie :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4700,@thingforasians hi my hot girl did I say how very hot and horny you are darling xx :) ♥,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4701,@babynizayn sure. Done. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4702,@DeniseAlicia_ if the salon bleaches your hair with Olaplex it won't damage it like at all :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4703,"It's all about teamwork, right? :D #ZitecOfficeStories http://t.co/ycVA2V6ecq",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4704,#FF #HappyFriday @SageVatic  @marchicristian @bounceroriginal @BeenFingered @Dj_Mando_Off have a great #Friday :-),Positive,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4705,@JavsNH sure :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4706,"@SBS_MTV #다쇼 #GOT7  

Let's have got7 facts :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4707,@monkeymademe the @raspjamberlin is still on tomorrow? A work colleague is interested in bringing his kid along :) can point him to EB page,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4708,@krigsmamma Tack &lt;3 :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4709,T'would not be a TweetUp without you @coleman_21 You are  booked on @Sabrina_Boat rest assured. @MButlerColesHR We have you booked on too :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4710,Thank you so much @ABCTV - I didn't know the greatest magical detective #JonathanCreek was back on TV! Off to set the DVR now!! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4711,getting home at 4 waking up at 9 :):),Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4712,@KatCrisp1 Thanks for taking time to tweet this Kat :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4713,@mogadeet It's been a lot rarer in my life than on twitter :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4714,okkkk frends milte h break k bad :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4715,What could be more fun than a sexy girl? TWO sexy girls :) 👉 http://t.co/S7kW8WESbs 👈😘 http://t.co/p7EnTlcsum,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4716,@SpongeZim .. Thank you Mario... Have a wonderful Friday.... :)),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4717,@Daniilarkin1 Have fun Danielle! Hope it goes well :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4718,@amyewest Thanks! I hope you've got a good book to keep you company. :-),Positive,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4719,"@iflixph yeah i've watched them before but of course rewatches will now be ad free and faster I hope :) thank you, i look forward to more!",Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4720,@yusufyuie priced around 1600. I'm gonna forward you some info about it to your email so you can decide if you're interested :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4721,@tangerinebean Has A got out of bed yet? :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722,"@pottorty awwww! Sige next time u know na punta kayo dun, imma make sure na we'll go din! :-)",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4723,@tributes4u sure thing :) x,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4724,...because it's Friday :D (y) http://t.co/MD55NIzEnQ,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4725,"@comicbookhes of course, i would like that :) x",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4726,@lolArnav NOOOO i didnt even know thats how you actually typed it out i googled :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4727,i found my prompt :-) http://t.co/f2HU2dalox,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4728,just chillin w/ my salmon :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4729,"to see beauty, you have to believe in its existence first :)",Positive,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4730,"@Jay_05_ HI J, you can upgrade from T-Mobile, Orange or EE with us. DM your mobile number to me and I'll ask sales to call you :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4731,"@vickybeeching congratulations, really looking forward to the book and some good Sunday morning viewing. That's an awesome teapot BTW :-) x",Positive,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4732,"Three refreshing cocktails for an even «hotter» summer! Which one suits you? :)
#londoutrading #cocktails http://t.co/JHJVzHOXLQ",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4733,I LOVE YOU :) &lt;3,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4734,@hinanRana WIP. Let me get a few things tweaked and I'll link you up :) Max kal tak.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4735,@BrowhausUK fab giveaway :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4736,@PXC_Macavity In case you didn't.. it's on my Facebook wall. :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4737,Stats for the week have arrived. 3 new followers and NO unfollowers :) via http://t.co/VHA72j8cqp.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4738,HOME ALONE :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4739,@EmilyBett wishing you a happy birthday have an awesome fun filled day :D,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4740,@ellefie @serial I will let you know if I hear of anything :) xx,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4741,Wayward Pines later!:),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4742,@yasminyasir96 yeah but it will be better if we use her official Account :) Like The Other @PracchiNDesai ❤️,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4743,@MelodySpetko Rock muscles! :D #iLikeit,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4744,@BlooodofoIympus @johncrossmirror far from it. Being LFC fan makes me expert in spotting mental weakness and lack consistency :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745,Check this page belonging to one of our Watford Community Housing Trust enterprise cube particpants :-)... http://t.co/ZwaOnouXpo,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4746,@MinseokBr follow back me pleasse :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747,@hufflepuffjimin omg thats such a sweet thing to say thank you :-) yeah i used to go to saudi arabia a lot because of my dad,Positive,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4748,"#TY! ""@dean0133: #FollowFriday @fredgarden8 @joeodiete1 @WillowRaven for being top influencers in my community this week :)""",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749,@zouiriaII Good luck for ur exam :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750,We are the one and only approve and recognized Fanbase for BAILONA :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4751,It's nice seeing people changing what they need to fix. Because they care. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752,"Your happiness is your responsibilty. So, don't ask others to make you happy! :) #FB",Positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4753,off to the park to get some sunlight : ),Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754,My happiness. :) &lt;3 https://t.co/m1VBOMyhhm,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755,"@SaddestTiger @davedittell   Good night, Tiger!  Sweet furry dreams!   : ) xxoo",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756,@SleekStudioz nice one :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4757,Who wants to elevate from your position? Who wants a promotion! Who wants the favor of God and the favor of men... :) http://t.co/cOECx9BBNd,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758,I'm so insecure tonight :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759,@InsertCoinTees @ViralNinja @AppaWarcow @alibakes @ibsdawg @andrearene @Just_Ge0 @JustTeddii @EGX @MattPascual &lt;3 you guys! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760,"@ShevoyzOfficial 
@MADrigaaaal  @TheConconFelix 
@Kalangitan  @khenlizardo  and Dan
God bless you all.  Meet and Greet soon :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761,mom + :) = horror movie,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762,@FVCKL oh hell yeah :) I'll be expecting a text next Tuesday,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763,@sabahulhaq You're welcome Sabah :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764,"Match day Bitchessss !!!

Real Madrid vs Man Shitty :D",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765,@brianteeman @GW1992 I squashed the commits. Did it still make 200 commits? :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4766,@smallfastloud @dangerbayley we are down in the west country this weekend so next riding day is Tuesday :) sunny weekends all around,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4767,@Gurmeetramrahim #OurDaughtersOurPride Many Many Congratulations to you PAPA ji :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4768,@itsbecca65 thanks becca :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4769,@DeltaDaily @DeltaGoodrem love the new song Delta you rock :),Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4770,@jonny_ives we saw this and thought you might need an upgrade as the girls are getting bigger :) http://t.co/AzDWGWAPBb,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4771,"at first I did love you, but now I just wanna fuck, late night thinking of you until I got a nut :-) :v

""look... http://t.co/8YhLcb16Lf",Positive,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4772,Enjoy a cute baby panda! :) http://t.co/9m6RWHsQEr http://t.co/UO77pIgatL,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4773,@imynnx done yun :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4774,Watching Joe dirt 2 :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4775,@lee_ball @imikerussell @SocialBro Ohh #HappyFriday! Thanks for the love team. :),Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776,Always be positive :). #postive #selfie https://t.co/FDFpAD3wzd,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,"@ShaggyCoe Good morning Sharon. I really hope she is doing better today too &amp; that her medicines works. Thank you, I will :) ttyl x",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4778,@gculloty87 @linda_regan Oh fab Gav she's a lovely lovely lady Linda talked to her a few times on here great actress :D X,Positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4779,@joiredve follback :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4780,@magicbricks Answering super sonically Fast :) Would love to win with you for the very first time ;) #GOHF,Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4781,3hrs before.. :) tym to prepare,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4782,@deadmau5 dieback music pack totally worth it! It's awesome :) #dota2,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4783,@SammyAlbon morning! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4784,I think I might endit my London photos &amp; vids into a Minecon &amp; a London video :) just to look at and remember the great time. *-*,Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4785,@ta_radio1035 @prillybie ok... sering2 play yah min.. HAHA :)),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4786,"@Btigzy @McJamKeyper JoeRine scene :)))))
JOSHANE POWER TANDEM",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,@MCunleashed :D I can't sleep until I need to. If I try I just lay in bed bored,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4788,Stats for the day have arrived. 6 new followers and NO unfollowers :) via http://t.co/zWIln6s729.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4789,"""I shouldn't b called a friend if I am not there when needed"" :) ...https://t.co/lfSZl8UbXt",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790,"Hello Ligao City, Albay! :-)

#Concert
#BCYC
#LNHS https://t.co/3Lzz3xvAYp",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4791,goodnight ! i love Luke with all my heart :-) all my love 💜,Positive,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,@KylieDeVille Happy Birthday!! Enjoy your vacation!:),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4793,@Satbains1 Congratulations Sat on your 3rd honorary degree from everyone at Alacer :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4794,Hey Raspberry Island  : skelo_ghost :) Want to get iPh0ne 6 for FREE? Kindly check my bi0. Thx https://t.co/TO0kTgrY0y,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4795,@aliaa08 @colors_infinity @karanjohar Thank u!!  :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4796,@_Halie13_ thanks for being so great!:) ❤️😘,Positive,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4797,@QueenBiankee You deserve all of that and madadagdagan pa yan :-) Congrats again :-) #BMC &lt;3,Positive,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4798,"Save your money 
Or use them in a good way
Money is money 
It's for better life
And fun :)
Have a nice day

11:11",Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4799,"when u find our ur friends ditched u ""cause of a lot of things"" :) WTF HAVE I DONE IM ACTUALLY A NICE PERSON",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4800,@VarunKiAliya23 Then Order Some Dress.. :) :),Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4801,@Megalos_K I like your eyes :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4802,"@grillo_23 @sleepyjoe2 @Karnage90 @RichardDawkins Dear person, please study before embarrassing urself. Entropy works 100% w/ evolution :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4803,@Dahlialien yes I will stay in touch :)) are you on Instagram??,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4804,Looking forward to this! Always love Giggle Loop. Two other great acts too :) https://t.co/4JwMhC45Fr,Positive,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4805,Cheers for the mention... even if it's in the wrong section :) https://t.co/7453UA7n6Y,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4806,"TY again dear Eva.
I'm totally agree with you :-)))
@anvy2446 @4HUMANITEEs @SexyAF12 @kikbella @adasamper @RachelLFilsoof
Keep Smiling u all",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4807,@iansomerhalder here in Spain is morning :) Good morning Ian!,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4808,"On another note, found this in Camden Town... :D worked to. http://t.co/MDtJGcXopb",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4809,won't even talk to me just great :),Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4810,@Ileana_Official ohhh 'll wait for 28 :) luv uhh,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4811,@AmberMarineArt Thanks for the favorite! :) Make sure to keep in touch for more news of our light bulbs made from corn waste.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4812,@hansolotto with SCoups^^ they are for 17 like jren is for nuest!:D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4813,Oh lovely lovelayyy! Thanks! It is ok about the kidney.. I don't want it anyway. :p https://t.co/ZbO0cjqhzG,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4814,Neuer Post Online :) @elfcosmetics Fixing Spray http://t.co/V0Rm1BsEIj,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4815,@TechnoBuffalo do check us out!:) http://t.co/y3xHComvwr - Untangling was never easier! #DTangle #patent #innovation,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4816,No class today but I traine with some friends :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4817,@JORGEACISNEROS okay let me get my bat :)))),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4818,"No one falls in love by choice, it’s by chance... :) ♡",Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4819,@The_Quirk  and you would have to email me on (Donnae.Strydom@westerncape.gov.za) -  :-) ta --- @helenzille,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4820,"@ArchieDait That's great to hear, we'll be sure to pass on your thanks to our staff :) -Nic",Positive,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4821,@chordoverstreet just seen this at uni.. He has more talents :) http://t.co/eNq3XuOPSN,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4822,@msarosh Uff Itna Miss karhy thy ap :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4823,@SP4NKO Aww love it. My kind of men :)),Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4824,this #mca money tells my story :) http://t.co/I5Xs6tQE9W,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4825,@KatGraham_Italy You did save their lives! :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4826,Hey Juaquin  : V3NZOR99 :) Want to get iPh0ne 6 for FREE? Kindly check my bi0. Thx https://t.co/ETZhxUbtKc,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4827,@booogley because you're breaking out of your shell :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828,Truth. :D http://t.co/EI7VtynLOx,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4829,@chuckaikens Fantastic. Thank you :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4830,@polarizehes heyy :) can u rt this link https://t.co/WztNf8e6cO and tag michael? please. thank you,Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4831,@MariaSharapova The hashtag says it all ................ :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4832,@JonsCrazyTweets still more green tea blends with other flavors. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4833,@MaslowFanArmy i'm very excited for what's coming :) he really deserves it.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4834,What you do today can improve all your tomorrows..... :-) :),Positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4835,@ChrisMitchell91 sometimes :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4836,@AlexCarranza21 I'm so sorry! I ran out with a friend after having a rough day. I'll try to stream on Saturday! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4837,@ciaela get well soon :) xx,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4838,Me + Bed = Best couple ever :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4839,@Motts is my favorite apple sauce :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4840,@scousebabe888 Nice Holiday Honey!!!!!!!!!!!!!! :-) Kisses,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
